population,short.description,year,group,total,total.low.CI,total.high.CI,male,male.low.CI,male.high.CI,female,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Quintile 2,11.3,6.9,17.8,12.7,6.6,23,9.1,3.4,22.6,10000,6000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Quintile 3,14.6,10.2,20.5,15.3,9.4,24,13.7,8.5,21.4,17000,12000,24000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Quintile 4,15,12,18.6,14.1,9.9,19.8,15.9,11.8,20.9,22000,18000,28000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Quintile 5,16.1,13,19.7,16.9,12.9,21.7,15.4,11.6,20.1,34000,28000,42000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Total,16.8,14.9,18.9,18.1,15.3,21.3,15.2,12.8,18.1,101000,90000,114000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,15-17,41.2,22.2,63.3,NA,NA,NA,NA,NA,NA,5000,3000,7000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,18-24,29.7,23.6,36.6,30.8,22.3,40.7,28.1,20.3,37.5,32000,26000,40000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,15-24,30.8,24.9,37.4,31,23.1,40,30.6,23.1,39.2,37000,30000,45000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,25-34,19.3,15.4,24,21.4,15.3,29,16.8,12.2,22.7,26000,21000,32000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,35-44,15.1,11.7,19.2,15.1,10.4,21.3,15.1,10.5,21.2,16000,12000,20000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,45-54,10,7.3,13.5,11.3,7.5,16.9,8.7,5.2,14.1,12000,9000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,55-64,7.9,5.4,11.4,8.5,4.8,14.6,7.2,4.5,11.5,6000,4000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,65-74,9.6,5.6,16,8.7,4.3,16.8,10.6,4.3,23.5,3000,2000,5000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,75+,7.2,1.9,23.9,NA,NA,NA,5.3,0.6,32.2,1000,0,2000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Maori,25.4,21.9,29.3,29.2,23.4,35.7,22.6,18.8,26.9,46000,39000,53000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Pacific,19,13.1,26.8,22,12,36.8,16.1,10,25,9000,6000,13000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Asian,7.3,2.9,17.2,7,2.3,19.2,NA,NA,NA,2000,1000,5000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,European/Other,14.3,12.1,16.8,16,12.9,19.8,12.2,9.3,15.8,60000,51000,71000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Quintile 1,16.4,9.7,26.4,21.1,11.1,36.3,9.8,4.2,21.2,11000,7000,18000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Quintile 2,8.6,5.2,14,8.9,4.4,17,8.4,4,16.7,7000,4000,11000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Quintile 3,16.6,12.7,21.4,20.3,15,26.8,11.9,7.3,18.6,20000,15000,25000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Quintile 4,14.5,11.3,18.5,15.4,11,20.9,13.5,8.9,20,21000,16000,27000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2014,Quintile 5,21.9,18.7,25.5,21.8,17.1,27.4,21.9,17.9,26.6,43000,36000,50000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Total,13.9,12.3,15.8,15.9,13.3,18.8,11.7,9.8,13.9,85000,75000,96000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,15-17,37.7,23,55.1,NA,NA,NA,NA,NA,NA,5000,3000,7000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,18-24,20.7,14.9,28,24,15.7,34.8,14.3,9.1,21.8,22000,16000,29000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,15-24,22.4,16.8,29.3,24.9,16.9,35.2,18.1,12.4,25.8,26000,20000,34000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,25-34,17.5,13.9,21.8,20.4,15,27.1,14.6,10.5,20,25000,20000,32000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,35-44,12.6,9.3,17,11.5,7.4,17.5,14,9.7,19.9,13000,10000,18000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,45-54,9.8,7.3,13.2,11.6,7.6,17.2,8,4.9,12.8,11000,8000,15000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,55-64,8.9,6,13,10.4,6.2,16.8,7.1,4.1,12.1,7000,5000,10000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,65-74,4.7,2.2,8.8,5.6,2,15,4,1.7,8,2000,1000,3000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,75+,1.6,0.1,6.4,NA,NA,NA,0,0,7.9,0,0,1000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Maori,20.5,17.5,23.8,23.3,18.4,29.1,18,14.7,22,38000,32000,44000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Pacific,16.9,11.8,23.6,19.6,11.1,32.1,14.3,8.6,22.9,10000,7000,13000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Asian,15.8,8.2,28.2,14.7,7.1,28,NA,NA,NA,6000,3000,12000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,European/Other,11.7,10,13.7,14.4,11.8,17.6,8.6,6.7,10.9,49000,42000,57000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Quintile 1,6.5,3,13.4,8.7,3.7,18.8,1.8,0.3,5.5,4000,2000,8000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Quintile 2,8.8,5.3,14.4,8.9,4.4,17.2,8.7,4.5,16.4,8000,5000,13000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Quintile 3,15.6,11.4,21,20.5,14.6,27.9,8.7,5.1,14.3,18000,13000,24000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Quintile 4,12.9,10.1,16.4,15.3,10.5,21.9,10.6,7.9,14.2,19000,15000,24000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2015,Quintile 5,18.3,15.5,21.5,19.7,15.7,24.6,16.9,13.3,21.2,36000,31000,43000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Total,15.9,14,17.9,16.7,14.1,19.6,14.9,12.6,17.6,95000,84000,107000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,18-24,28.3,22.3,35.3,28.5,19.8,39.2,28.1,20.1,37.9,27000,21000,34000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,15-24,29.9,23.7,37,31.8,22.5,42.7,27.8,20,37.3,31000,24000,38000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,25-34,17.5,13.9,21.7,17.9,12.9,24.3,16.7,12.5,21.9,24000,19000,30000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,35-44,14.7,10.8,19.6,14.8,10.2,21.1,14.5,9.5,21.6,17000,13000,23000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,45-54,10.4,7.8,13.7,9.8,6.4,14.7,10.9,7.5,15.8,12000,9000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,55-64,10,7.1,14,11.4,7.1,17.6,8.6,5.3,13.8,8000,6000,12000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,65-74,8.4,4.8,14.3,10.8,5.3,20.5,5.6,2.2,13.7,3000,2000,5000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,75+,1,0.1,4.2,0.5,0,3.1,1.5,0,8.4,0,0,0
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Maori,24.3,20.8,28.3,26.6,21.6,32.2,22.6,18.2,27.7,42000,36000,49000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Pacific,18.2,12.6,25.7,22.2,13.9,33.6,13.5,7.5,23.3,10000,7000,15000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Asian,7.9,3.3,18,7.6,2.8,18.9,NA,NA,NA,3000,1000,7000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,European/Other,13.9,11.8,16.3,15.2,12.1,18.9,12.4,9.8,15.5,58000,49000,68000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Quintile 1,8.3,4.4,15,9.5,4.1,20.6,6.7,2.7,15.5,5000,3000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Quintile 2,14.3,9.7,20.6,12.2,7,20.6,17.4,9.7,29.2,12000,8000,17000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Quintile 3,13.9,10.2,18.7,17.5,12.1,24.7,9,5.4,14.7,16000,11000,21000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Quintile 4,15.6,12.7,19.1,16.1,12,21.4,14.9,10.9,20.1,23000,19000,29000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2016,Quintile 5,20.4,17,24.2,21.8,17.3,27.1,19.1,15.1,23.9,39000,33000,47000
adults,Mostly smoke manufactured cigarettes,2011,Total,46.7,44,49.4,46.9,43.1,50.7,46.5,42.5,50.5,296000,279000,313000
adults,Mostly smoke manufactured cigarettes,2011,15-17,32.6,18.5,50.7,NA,NA,NA,NA,NA,NA,5000,3000,8000
adults,Mostly smoke manufactured cigarettes,2011,18-24,36.1,29.5,43.3,32.7,23,44,39.1,29.8,49.2,43000,35000,51000
adults,Mostly smoke manufactured cigarettes,2011,15-24,35.7,29.2,42.8,32.6,23.5,43.2,38.5,29.8,48.1,48000,39000,57000
adults,Mostly smoke manufactured cigarettes,2011,25-34,39,33.9,44.2,38.3,31.6,45.3,39.8,32.9,47.1,59000,51000,67000
adults,Mostly smoke manufactured cigarettes,2011,35-44,45.7,39.9,51.6,50.7,41.9,59.4,41.4,33.2,50.2,60000,52000,68000
adults,Mostly smoke manufactured cigarettes,2011,45-54,56.3,49.7,62.7,59.4,49.9,68.3,53,43.7,62.2,58000,51000,64000
adults,Mostly smoke manufactured cigarettes,2011,55-64,61.9,54.7,68.7,62.5,52.6,71.5,61.3,51.7,70,46000,40000,51000
adults,Mostly smoke manufactured cigarettes,2011,65-74,58.5,48.7,67.7,46.1,32.9,59.8,75,62.4,84.4,18000,15000,21000
adults,Mostly smoke manufactured cigarettes,2011,75+,70.2,56.2,81.2,NA,NA,NA,76.4,61.7,86.6,8000,7000,10000
adults,Mostly smoke manufactured cigarettes,2011,Maori,30.8,26.9,34.9,27.8,21.7,34.9,33,28.3,38.1,55000,48000,62000
adults,Mostly smoke manufactured cigarettes,2011,Pacific,58.9,49.8,67.4,54.4,40.8,67.4,63.1,53,72.1,30000,26000,35000
adults,Mostly smoke manufactured cigarettes,2011,Asian,81.3,69.2,89.3,83,70.2,91.1,NA,NA,NA,28000,24000,31000
adults,Mostly smoke manufactured cigarettes,2011,European/Other,46.9,43.7,50.1,45.4,41.2,49.7,48.3,43.5,53.2,213000,198000,227000
adults,Mostly smoke manufactured cigarettes,2011,Quintile 1,57.3,48.8,65.5,58.8,48.5,68.5,55.3,40.2,69.5,43000,37000,49000
adults,Mostly smoke manufactured cigarettes,2011,Quintile 2,59.5,52.1,66.6,60.6,50.4,70,58.2,48.8,67,56000,49000,63000
adults,Mostly smoke manufactured cigarettes,2011,Quintile 3,49.1,42.3,55.9,45,35.5,54.9,53.6,42.5,64.4,62000,53000,70000
adults,Mostly smoke manufactured cigarettes,2011,Quintile 4,40.2,35.8,44.9,41.4,35.8,47.3,39.1,31.9,46.8,63000,56000,70000
adults,Mostly smoke manufactured cigarettes,2011,Quintile 5,39.5,34.9,44.3,38.6,31.8,45.8,40.3,34.4,46.4,72000,64000,81000
adults,Mostly smoke manufactured cigarettes,2012,Total,45,42,48,43.4,39.1,47.9,46.6,42.8,50.5,279000,261000,298000
adults,Mostly smoke manufactured cigarettes,2012,15-17,19.4,9.4,35.6,NA,NA,NA,NA,NA,NA,3000,1000,5000
adults,Mostly smoke manufactured cigarettes,2012,18-24,32.6,26.2,39.8,33.4,23.5,45.1,31.8,23.2,42,34000,27000,42000
adults,Mostly smoke manufactured cigarettes,2012,15-24,31,25.2,37.4,31.7,22.8,42.2,30.2,22.1,39.7,37000,30000,45000
adults,Mostly smoke manufactured cigarettes,2012,25-34,41.7,35.8,47.9,44.9,36,54.2,38.1,30.5,46.3,56000,48000,65000
adults,Mostly smoke manufactured cigarettes,2012,35-44,42.2,36.5,48.1,43.4,34.7,52.5,40.7,33.7,48.1,52000,45000,60000
adults,Mostly smoke manufactured cigarettes,2012,45-54,51,45.4,56.6,42.1,34.7,49.8,58.8,51.5,65.7,65000,57000,72000
adults,Mostly smoke manufactured cigarettes,2012,55-64,56.6,49.1,63.8,52.3,40.3,64,60.8,49.7,70.9,43000,38000,49000
adults,Mostly smoke manufactured cigarettes,2012,65-74,65.2,55.2,74.1,63.2,44.8,78.4,67.3,55.8,77.1,18000,15000,21000
adults,Mostly smoke manufactured cigarettes,2012,75+,69.1,54.3,80.9,61.4,37.6,80.8,75.7,58.3,87.5,8000,6000,9000
adults,Mostly smoke manufactured cigarettes,2012,Maori,28,24.7,31.6,23.9,18.6,30.2,31.2,26.4,36.4,50000,44000,56000
adults,Mostly smoke manufactured cigarettes,2012,Pacific,65.5,57.5,72.7,64.5,53.1,74.4,66.5,55.9,75.7,31000,27000,35000
adults,Mostly smoke manufactured cigarettes,2012,Asian,73.7,58.7,84.8,76.7,59.8,87.9,NA,NA,NA,29000,23000,33000
adults,Mostly smoke manufactured cigarettes,2012,European/Other,45,41.5,48.6,42.2,37,47.5,48.1,43.3,52.9,187000,173000,202000
adults,Mostly smoke manufactured cigarettes,2012,Quintile 1,53.2,44.5,61.8,48,33.8,62.4,61.3,48.8,72.5,42000,35000,49000
adults,Mostly smoke manufactured cigarettes,2012,Quintile 2,55.6,47.5,63.4,51.8,40.8,62.7,60.5,49.7,70.4,50000,43000,57000
adults,Mostly smoke manufactured cigarettes,2012,Quintile 3,44.9,37.4,52.7,41,31.3,51.5,49.6,38.8,60.3,50000,42000,59000
adults,Mostly smoke manufactured cigarettes,2012,Quintile 4,43.9,38.5,49.5,41.9,34.2,50,45.9,39,53.1,61000,54000,69000
adults,Mostly smoke manufactured cigarettes,2012,Quintile 5,37.7,33.7,41.9,39.1,32.8,45.9,36.5,31.7,41.6,75000,67000,83000
adults,Mostly smoke manufactured cigarettes,2013,Total,42.1,39.1,45.2,42.3,38.2,46.4,41.9,38.3,45.7,262000,243000,281000
adults,Mostly smoke manufactured cigarettes,2013,15-17,20,8.9,38.9,NA,NA,NA,NA,NA,NA,3000,1000,6000
adults,Mostly smoke manufactured cigarettes,2013,18-24,28.5,22.4,35.4,29.8,21.1,40.2,26.8,19.2,36,30000,24000,37000
adults,Mostly smoke manufactured cigarettes,2013,15-24,27.3,21.4,34.1,28.1,20,38,26.2,19,35,33000,26000,41000
adults,Mostly smoke manufactured cigarettes,2013,25-34,44.8,39.6,50,47.1,39.7,54.7,42,35.5,48.8,65000,58000,73000
adults,Mostly smoke manufactured cigarettes,2013,35-44,42.7,37.1,48.6,45.7,37.6,54.1,39.8,32.9,47.1,47000,40000,53000
adults,Mostly smoke manufactured cigarettes,2013,45-54,42.7,37.7,47.9,41.3,33.4,49.7,44.2,36.9,51.7,57000,50000,64000
adults,Mostly smoke manufactured cigarettes,2013,55-64,50.5,43.5,57.4,48.4,39.8,57.1,52.8,42.4,62.9,36000,31000,41000
adults,Mostly smoke manufactured cigarettes,2013,65-74,54.5,44.3,64.3,54.3,40.7,67.3,54.8,40.9,68,16000,13000,19000
adults,Mostly smoke manufactured cigarettes,2013,75+,70.3,52.7,83.4,NA,NA,NA,81.8,61.3,92.7,7000,5000,9000
adults,Mostly smoke manufactured cigarettes,2013,Maori,31.5,27.3,36,32.2,26.1,38.9,30.8,26.2,35.9,59000,52000,68000
adults,Mostly smoke manufactured cigarettes,2013,Pacific,57.5,48,66.5,56.6,42.8,69.4,58.6,47.3,69,27000,22000,31000
adults,Mostly smoke manufactured cigarettes,2013,Asian,75.7,64.6,84.1,77.1,63.7,86.6,NA,NA,NA,26000,22000,29000
adults,Mostly smoke manufactured cigarettes,2013,European/Other,41.1,37.7,44.7,38.9,34.2,43.7,43.6,39.3,47.9,173000,158000,188000
adults,Mostly smoke manufactured cigarettes,2013,Quintile 1,55.5,46.4,64.2,45.6,32.2,59.7,69.7,55.8,80.7,29000,24000,34000
adults,Mostly smoke manufactured cigarettes,2013,Quintile 2,49.2,39.3,59.2,46.8,35.1,58.9,52.7,37.4,67.5,44000,35000,53000
adults,Mostly smoke manufactured cigarettes,2013,Quintile 3,39.4,34.3,44.6,38.6,31.9,45.7,40.4,32.9,48.4,46000,41000,53000
adults,Mostly smoke manufactured cigarettes,2013,Quintile 4,39.3,34.7,44.2,40.9,33.7,48.5,37.7,32.5,43.3,59000,52000,66000
adults,Mostly smoke manufactured cigarettes,2013,Quintile 5,39.3,34.5,44.3,42.5,36.5,48.6,36.4,31,42.1,83000,73000,94000
adults,Mostly smoke manufactured cigarettes,2014,Total,42.6,39.7,45.6,40.9,36.7,45.2,44.6,41.1,48.1,257000,239000,275000
adults,Mostly smoke manufactured cigarettes,2014,15-17,15.8,3.1,52.3,NA,NA,NA,NA,NA,NA,2000,0,6000
adults,Mostly smoke manufactured cigarettes,2014,18-24,37,30.6,43.8,38.5,30.4,47.4,34.6,26.5,43.8,40000,33000,47000
adults,Mostly smoke manufactured cigarettes,2014,15-24,34.9,28.7,41.6,37.3,29.2,46.2,31.4,24.1,39.9,42000,34000,50000
adults,Mostly smoke manufactured cigarettes,2014,25-34,38.8,33,45,38,29.8,47.1,39.8,32.6,47.4,52000,44000,61000
adults,Mostly smoke manufactured cigarettes,2014,35-44,44.8,38.8,50.8,43,34.8,51.6,46.7,37.7,55.9,47000,41000,54000
adults,Mostly smoke manufactured cigarettes,2014,45-54,44.3,38,50.7,42,33,51.5,46.5,39.1,54.1,54000,46000,61000
adults,Mostly smoke manufactured cigarettes,2014,55-64,47.4,40.7,54.1,42.7,31.9,54.2,52,43.7,60.1,37000,32000,43000
adults,Mostly smoke manufactured cigarettes,2014,65-74,54.3,44.7,63.6,50.1,36.7,63.5,59,45.2,71.5,18000,15000,21000
adults,Mostly smoke manufactured cigarettes,2014,75+,69.7,54.9,81.3,NA,NA,NA,79.7,61,90.8,6000,5000,7000
adults,Mostly smoke manufactured cigarettes,2014,Maori,30.2,25.8,35.1,30.3,24,37.5,30.2,25.5,35.3,54000,46000,63000
adults,Mostly smoke manufactured cigarettes,2014,Pacific,51.7,42.6,60.7,48.3,35.8,61,55.1,43.4,66.3,26000,21000,30000
adults,Mostly smoke manufactured cigarettes,2014,Asian,70.6,55.8,82,71.7,54.9,84.1,NA,NA,NA,20000,15000,23000
adults,Mostly smoke manufactured cigarettes,2014,European/Other,43.8,40.5,47.2,40.2,35.5,45,48.5,44.4,52.6,185000,171000,199000
adults,Mostly smoke manufactured cigarettes,2014,Quintile 1,47.8,39.4,56.4,38.9,27.6,51.5,60.5,43.9,75,33000,27000,39000
adults,Mostly smoke manufactured cigarettes,2014,Quintile 2,56.4,48.7,63.8,50.9,38.6,63.2,62.9,51.5,73,43000,37000,49000
adults,Mostly smoke manufactured cigarettes,2014,Quintile 3,43.3,35.8,51,43.1,33.3,53.5,43.5,34.7,52.8,51000,42000,60000
adults,Mostly smoke manufactured cigarettes,2014,Quintile 4,41.3,35.7,47.1,43.1,35.9,50.7,39,31.9,46.6,60000,52000,68000
adults,Mostly smoke manufactured cigarettes,2014,Quintile 5,35.9,32.7,39.3,33.8,28.8,39.1,37.9,33.2,42.7,70000,64000,76000
adults,Mostly smoke manufactured cigarettes,2015,Total,45.4,42.5,48.4,44.1,40.1,48.1,47.1,42.7,51.4,276000,258000,295000
adults,Mostly smoke manufactured cigarettes,2015,15-17,12,4.5,28.5,NA,NA,NA,NA,NA,NA,1000,1000,3000
adults,Mostly smoke manufactured cigarettes,2015,18-24,42.5,34.2,51.1,44.2,34.7,54.1,39,26.6,53.1,45000,36000,54000
adults,Mostly smoke manufactured cigarettes,2015,15-24,39.3,31.7,47.5,41.4,32.6,50.8,35.8,24.7,48.6,46000,37000,56000
adults,Mostly smoke manufactured cigarettes,2015,25-34,38,33,43.3,36.5,29.6,44,39.5,31.9,47.7,55000,48000,63000
adults,Mostly smoke manufactured cigarettes,2015,35-44,45.7,40.8,50.6,47,40.3,53.9,43.9,35.8,52.4,48000,43000,53000
adults,Mostly smoke manufactured cigarettes,2015,45-54,46.7,40.1,53.4,42.3,33.5,51.5,51.5,42.6,60.3,53000,45000,60000
adults,Mostly smoke manufactured cigarettes,2015,55-64,52.9,46.8,58.9,50.1,40.5,59.7,56.3,47.3,65,41000,36000,46000
adults,Mostly smoke manufactured cigarettes,2015,65-74,65.3,57.6,72.4,63.7,49.8,75.6,66.6,57.6,74.6,25000,22000,28000
adults,Mostly smoke manufactured cigarettes,2015,75+,66.7,45.5,82.8,NA,NA,NA,74.3,51.5,88.7,9000,6000,11000
adults,Mostly smoke manufactured cigarettes,2015,Maori,30.5,26.5,34.9,27.3,21.9,33.5,33.3,28.3,38.6,57000,49000,65000
adults,Mostly smoke manufactured cigarettes,2015,Pacific,58.7,51,66,54.5,42.2,66.3,62.8,50.2,73.8,33000,29000,37000
adults,Mostly smoke manufactured cigarettes,2015,Asian,71.1,59.2,80.6,72.7,59.7,82.7,NA,NA,NA,29000,24000,33000
adults,Mostly smoke manufactured cigarettes,2015,European/Other,46,42.5,49.6,42,37.5,46.7,50.6,45.4,55.8,192000,177000,207000
adults,Mostly smoke manufactured cigarettes,2015,Quintile 1,65.8,55.4,74.8,66.4,51,79,64.3,47.3,78.3,40000,33000,45000
adults,Mostly smoke manufactured cigarettes,2015,Quintile 2,49.5,42.1,57,42.7,31.9,54.3,58.4,47.5,68.5,44000,38000,51000
adults,Mostly smoke manufactured cigarettes,2015,Quintile 3,49.3,42.4,56.3,44.5,35.4,54,56.2,47.4,64.7,57000,49000,65000
adults,Mostly smoke manufactured cigarettes,2015,Quintile 4,44.3,39,49.8,42.8,35.3,50.7,45.7,38.1,53.5,64000,57000,72000
adults,Mostly smoke manufactured cigarettes,2015,Quintile 5,36,31.2,41,36,29.8,42.6,36,30.6,41.8,71000,62000,81000
adults,Mostly smoke manufactured cigarettes,2016,Total,45.3,42.8,47.8,44.7,41.1,48.4,45.9,42.5,49.4,272000,257000,287000
adults,Mostly smoke manufactured cigarettes,2016,18-24,38.4,30.9,46.4,42.8,32.1,54.3,33.3,24,44.1,37000,29000,44000
adults,Mostly smoke manufactured cigarettes,2016,15-24,37.1,29.9,44.9,40.7,30.2,52.2,32.9,24,43.1,38000,31000,46000
adults,Mostly smoke manufactured cigarettes,2016,25-34,40.3,35,45.8,40.2,32.5,48.5,40.4,32.8,48.5,56000,49000,64000
adults,Mostly smoke manufactured cigarettes,2016,35-44,43.8,38.3,49.4,44.1,36.4,52,43.5,35.9,51.3,50000,44000,57000
adults,Mostly smoke manufactured cigarettes,2016,45-54,52.5,46,59,52.6,43.4,61.8,52.4,44.4,60.3,61000,53000,69000
adults,Mostly smoke manufactured cigarettes,2016,55-64,47.9,40.9,55,43.7,32.9,55.2,52.2,44,60.3,39000,34000,45000
adults,Mostly smoke manufactured cigarettes,2016,65-74,54.7,46.3,62.9,50.3,38.2,62.4,59.9,48.7,70.2,18000,15000,21000
adults,Mostly smoke manufactured cigarettes,2016,75+,75.1,63,84.3,62.4,42.5,78.8,89.5,74.3,96.1,9000,7000,10000
adults,Mostly smoke manufactured cigarettes,2016,Maori,32.5,28.9,36.2,31.2,25.9,37.2,33.4,29,38.1,56000,50000,63000
adults,Mostly smoke manufactured cigarettes,2016,Pacific,54.8,45.5,63.8,49.1,37.3,60.9,61.7,46.8,74.6,31000,26000,36000
adults,Mostly smoke manufactured cigarettes,2016,Asian,76.9,64.8,85.7,77.5,65.1,86.4,NA,NA,NA,31000,26000,34000
adults,Mostly smoke manufactured cigarettes,2016,European/Other,45.5,42.4,48.5,42.1,37.6,46.8,49.2,44.8,53.7,189000,176000,201000
adults,Mostly smoke manufactured cigarettes,2016,Quintile 1,58.4,47.6,68.4,51.4,37.3,65.3,67.4,51.9,79.8,37000,30000,43000
adults,Mostly smoke manufactured cigarettes,2016,Quintile 2,56.1,47.6,64.3,56.6,43.1,69.3,55.4,43.4,66.8,46000,39000,53000
adults,Mostly smoke manufactured cigarettes,2016,Quintile 3,47.9,41.3,54.5,43.8,36.1,51.8,53.3,44.2,62.3,54000,46000,61000
adults,Mostly smoke manufactured cigarettes,2016,Quintile 4,42.7,37.9,47.6,43.2,36.6,50.1,42,35.8,48.4,64000,57000,71000
adults,Mostly smoke manufactured cigarettes,2016,Quintile 5,36.9,32.9,41,37.5,31.5,43.9,36.3,31.5,41.5,71000,64000,79000
adults,Teeth removed due to decay in lifetime,2011,Total,47.9,46.6,49.3,48.6,47,50.3,47.3,45.5,49,1674000,1628000,1720000
adults,Teeth removed due to decay in lifetime,2011,15-17,10.5,7.2,15,10.3,5.9,17.5,10.6,6,18.2,20000,14000,29000
adults,Teeth removed due to decay in lifetime,2011,18-24,18,15,21.6,18.1,14.1,22.9,18,13.9,23,78000,65000,93000
adults,Teeth removed due to decay in lifetime,2011,15-24,15.7,13.4,18.4,15.7,12.6,19.5,15.7,12.5,19.6,98000,84000,115000
adults,Teeth removed due to decay in lifetime,2011,25-34,32.3,29.4,35.3,32.9,28.5,37.5,31.7,28.3,35.2,175000,160000,192000
adults,Teeth removed due to decay in lifetime,2011,35-44,42.2,39.5,45,43.1,38.6,47.8,41.4,38,44.9,255000,239000,272000
adults,Teeth removed due to decay in lifetime,2011,45-54,52.4,49.9,54.9,55.4,51.1,59.6,49.6,46,53.3,326000,310000,341000
adults,Teeth removed due to decay in lifetime,2011,55-64,67.6,64.2,70.9,70.5,66,74.6,64.9,60.3,69.3,340000,323000,356000
adults,Teeth removed due to decay in lifetime,2011,65-74,76.4,73.2,79.4,77.5,73.2,81.3,75.5,71.2,79.3,256000,246000,266000
adults,Teeth removed due to decay in lifetime,2011,75+,86.1,82.9,88.7,85.8,80.7,89.8,86.3,82.7,89.2,223000,215000,230000
